trans_date_trans_time,trans_num,cc_num,amt,merchant,category,is_fraud,prediction,fraud_probability,processed_at
2025-10-31 01:00:55,TRANS_17,4703705365181893,882.97,merchant_17,grocery,1,0,0.0971493618176305,2025-10-31 01:41:48.096871
2025-10-31 00:59:55,TRANS_18,4091621784550572,649.85,merchant_18,travel,0,0,0.1257344205048252,2025-10-31 01:41:48.096871
2025-10-31 00:58:55,TRANS_19,4772929419634931,27.1,merchant_19,travel,0,0,0.0943094694700047,2025-10-31 01:41:48.096871
2025-10-31 00:57:55,TRANS_20,4196917768194775,500.8,merchant_20,entertainment,0,0,0.12035030945177962,2025-10-31 01:41:48.096871
2025-10-31 00:56:55,TRANS_21,4262559304950611,983.48,merchant_21,travel,1,0,0.11709545550744944,2025-10-31 01:41:48.096871
2025-10-31 00:55:55,TRANS_22,4092913858395392,834.38,merchant_22,grocery,0,0,0.12566712047856926,2025-10-31 01:41:48.096871
2025-10-31 00:54:55,TRANS_23,4457034713784473,95.38,merchant_23,entertainment,0,0,0.10789756232898738,2025-10-31 01:41:48.096871
2025-10-31 00:53:55,TRANS_24,4309623530334803,926.96,merchant_24,food,0,0,0.11480899794210656,2025-10-31 01:41:48.096871
2025-10-31 00:52:55,TRANS_25,4795364793104938,262.75,merchant_25,grocery,0,0,0.09340514390556391,2025-10-31 01:41:48.096871
2025-10-31 00:51:55,TRANS_26,4660093055848469,778.17,merchant_26,travel,0,0,0.09897750703110608,2025-10-31 01:41:48.096871
2025-10-31 00:50:55,TRANS_27,4132536748587088,567.18,merchant_27,entertainment,1,0,0.12361822613345934,2025-10-31 01:41:48.096871
2025-10-31 00:49:55,TRANS_28,4041101863755657,294.94,merchant_28,travel,0,0,0.12839011773785786,2025-10-31 01:41:48.096871
2025-10-31 00:48:55,TRANS_29,4872675072143873,462.16,merchant_29,shopping,1,0,0.09034824642682737,2025-10-31 01:41:48.096871
2025-10-31 00:47:55,TRANS_30,4030271365323297,316.7,merchant_30,shopping,0,0,0.12896563759552165,2025-10-31 01:41:48.096871
2025-10-31 00:46:55,TRANS_31,4607437810762869,374.72,merchant_31,food,0,0,0.10122546988913055,2025-10-31 01:41:48.096871
2025-10-31 00:45:55,TRANS_32,4013964130557938,432.17,merchant_32,entertainment,0,0,0.1298363295149783,2025-10-31 01:41:48.096871
2025-10-31 00:44:55,TRANS_33,4972779957632498,608.66,merchant_33,travel,0,0,0.08652404905947758,2025-10-31 01:41:48.096871
2025-10-31 00:43:55,TRANS_34,4474081352105438,951.62,merchant_34,grocery,0,0,0.1071223529709388,2025-10-31 01:41:48.096871
2025-10-31 00:42:55,TRANS_35,4720735359290281,271.49,merchant_35,grocery,0,0,0.09644371392594447,2025-10-31 01:41:48.096871
2025-10-31 00:41:55,TRANS_36,4856054697582923,255.54,merchant_36,shopping,0,0,0.09099772825693152,2025-10-31 01:41:48.096871
2025-10-31 00:40:55,TRANS_37,4662355888744503,63.04,merchant_37,food,1,0,0.09888190486863503,2025-10-31 01:41:48.096871
2025-10-31 00:39:55,TRANS_38,4813723113554244,287.61,merchant_38,travel,0,0,0.09267095058796347,2025-10-31 01:41:48.096871
2025-10-31 00:38:55,TRANS_39,4523440187567837,552.09,merchant_39,grocery,0,0,0.10490531089955299,2025-10-31 01:41:48.096871
2025-10-31 00:37:55,TRANS_40,4327405094852595,410.69,merchant_40,shopping,0,0,0.11395530307280195,2025-10-31 01:41:48.096871
2025-10-31 00:36:55,TRANS_41,4964547310234138,754.08,merchant_41,grocery,0,0,0.08683293917334958,2025-10-31 01:41:48.096871
2025-10-31 00:35:55,TRANS_42,4673267938810875,246.71,merchant_42,food,0,0,0.09842203623295294,2025-10-31 01:41:48.096871
2025-10-31 00:34:55,TRANS_43,4331393584867182,189.34,merchant_43,travel,0,0,0.11376457632169487,2025-10-31 01:41:48.096871
2025-10-31 00:33:55,TRANS_44,4560644239881956,831.65,merchant_44,grocery,0,0,0.10326108936846783,2025-10-31 01:41:48.096871
2025-10-31 00:32:55,TRANS_45,4584913387687192,638.84,merchant_45,entertainment,0,0,0.10220084739000726,2025-10-31 01:41:48.096871
2025-10-31 00:31:55,TRANS_46,4295698949864297,840.62,merchant_46,grocery,0,0,0.11548139954869514,2025-10-31 01:41:48.096871
2025-10-31 00:30:55,TRANS_47,4001984645453523,260.32,merchant_47,travel,0,0,0.13047913227115063,2025-10-31 01:41:48.096871
2025-10-31 00:29:55,TRANS_48,4641919721316280,199.26,merchant_48,shopping,1,0,0.09974829802243798,2025-10-31 01:41:48.096871
2025-10-31 00:28:55,TRANS_49,4577421935123619,239.98,merchant_49,food,0,0,0.10252709171886275,2025-10-31 01:41:48.096871
2025-10-31 00:27:55,TRANS_50,4407240831976954,914.49,merchant_50,shopping,0,0,0.11019027334978113,2025-10-31 01:41:48.096871
2025-10-31 00:26:55,TRANS_51,4364102414379990,584.65,merchant_51,travel,0,0,0.11221093846238535,2025-10-31 01:41:48.096871
2025-10-31 00:25:55,TRANS_52,4777955023161282,259.5,merchant_52,food,0,0,0.09410621806216067,2025-10-31 01:41:48.096871
2025-10-31 00:24:55,TRANS_53,4261198346780464,785.76,merchant_53,grocery,0,0,0.11716215702316923,2025-10-31 01:41:48.096871
2025-10-31 00:23:55,TRANS_54,4253610428845261,627.7,merchant_54,entertainment,0,0,0.11753465050039588,2025-10-31 01:41:48.096871
2025-10-31 00:22:55,TRANS_55,4244874108552409,851.19,merchant_55,food,0,0,0.11796479035323489,2025-10-31 01:41:48.096871
2025-10-31 00:21:55,TRANS_56,4573297057083755,79.92,merchant_56,entertainment,0,0,0.10270711904504524,2025-10-31 01:41:48.096871
2025-10-31 00:20:55,TRANS_57,4762140629917776,873.57,merchant_57,shopping,0,0,0.09474713125529559,2025-10-31 01:41:48.096871
2025-10-31 00:19:55,TRANS_58,4205059572234784,836.94,merchant_58,food,0,0,0.11994239304341937,2025-10-31 01:41:48.096871
2025-10-31 00:18:55,TRANS_59,4840620092794117,382.22,merchant_59,travel,0,0,0.09160463265913348,2025-10-31 01:41:48.096871
2025-10-31 00:17:55,TRANS_60,4074831549564036,286.63,merchant_60,food,0,0,0.1266117794252896,2025-10-31 01:41:48.096871
2025-10-31 00:16:55,TRANS_61,4359742725026202,164.8,merchant_61,entertainment,0,0,0.11241694375354083,2025-10-31 01:41:48.096871
2025-10-31 00:15:55,TRANS_62,4441481753096479,816.55,merchant_62,entertainment,1,0,0.10860914340679673,2025-10-31 01:41:48.096871
2025-10-31 00:14:55,TRANS_63,4294099602903260,402.42,merchant_63,grocery,0,0,0.1155588489652638,2025-10-31 01:41:48.096871
2025-10-31 00:13:55,TRANS_64,4330633051019478,892.86,merchant_64,travel,0,0,0.11380092302619056,2025-10-31 01:41:48.096871
2025-10-31 00:12:55,TRANS_65,4977231337801986,934.59,merchant_65,food,0,0,0.08635744726564103,2025-10-31 01:41:48.096871
2025-10-31 00:11:55,TRANS_66,4315120265910449,840.46,merchant_66,travel,0,0,0.11454450639325452,2025-10-31 01:41:48.096871
2025-10-31 00:10:55,TRANS_67,4532330013794977,403.96,merchant_67,entertainment,0,0,0.10451033862736236,2025-10-31 01:41:48.096871
2025-10-31 00:09:55,TRANS_68,4023237847906819,795.62,merchant_68,grocery,0,0,0.1293405664142881,2025-10-31 01:41:48.096871
2025-10-31 00:08:55,TRANS_69,4633162431893349,365.18,merchant_69,grocery,0,0,0.10012162593669281,2025-10-31 01:41:48.096871
2025-10-31 00:07:55,TRANS_70,4662163371698531,818.61,merchant_70,shopping,0,0,0.09889003529818319,2025-10-31 01:41:48.096871
2025-10-31 00:06:55,TRANS_71,4261932271880877,79.23,merchant_71,travel,0,0,0.11712618274582519,2025-10-31 01:41:48.096871
2025-10-31 00:05:55,TRANS_72,4204919522864050,61.32,merchant_72,grocery,0,0,0.11994939961882639,2025-10-31 01:41:48.096871
2025-10-31 00:04:55,TRANS_73,4589563392485188,928.15,merchant_73,entertainment,0,0,0.10199880792510584,2025-10-31 01:41:48.096871
2025-10-31 00:03:55,TRANS_74,4101157489953644,903.55,merchant_74,travel,0,0,0.12523846176052975,2025-10-31 01:41:48.096871
2025-10-31 00:02:55,TRANS_75,4704740511890639,747.44,merchant_75,food,0,0,0.09710633870725044,2025-10-31 01:41:48.096871
2025-10-31 00:01:55,TRANS_76,4399606423420181,470.25,merchant_76,shopping,1,0,0.11054554306496078,2025-10-31 01:41:48.096871
2025-10-31 00:00:55,TRANS_77,4700651946891501,153.2,merchant_77,food,0,0,0.09727636810561756,2025-10-31 01:41:48.096871
2025-10-30 23:59:55,TRANS_78,4765115473754435,849.85,merchant_78,travel,0,0,0.09462627145332651,2025-10-31 01:41:48.096871
2025-10-30 23:58:55,TRANS_79,4336472153040458,894.51,merchant_79,entertainment,0,0,0.11352212556133084,2025-10-31 01:41:48.096871
2025-10-30 23:57:55,TRANS_80,4545106411107772,81.47,merchant_80,shopping,0,0,0.10394498787672786,2025-10-31 01:41:48.096871
2025-10-30 23:56:55,TRANS_81,4859338340360986,54.05,merchant_81,grocery,0,0,0.09086907971763068,2025-10-31 01:41:48.096871
2025-10-30 23:55:55,TRANS_82,4169468553513332,119.43,merchant_82,grocery,0,0,0.12173438858100062,2025-10-31 01:41:48.096871
2025-10-30 23:54:55,TRANS_83,4550803558587688,727.02,merchant_83,shopping,0,0,0.10369376388742259,2025-10-31 01:41:48.096871
2025-10-30 23:53:55,TRANS_84,4184941320736270,729.99,merchant_84,shopping,0,0,0.12095252308553646,2025-10-31 01:41:48.096871
2025-10-30 23:52:55,TRANS_85,4104067996583761,538.23,merchant_85,grocery,0,0,0.1250874185015734,2025-10-31 01:41:48.096871
2025-10-30 23:51:55,TRANS_86,4827593487109166,729.74,merchant_86,grocery,0,0,0.09211968162326699,2025-10-31 01:41:48.096871
2025-10-30 23:50:55,TRANS_87,4328154467334967,516.0,merchant_87,grocery,0,0,0.11391944737007467,2025-10-31 01:41:48.096871
2025-10-30 23:49:55,TRANS_88,4929223881437220,368.59,merchant_88,shopping,0,0,0.08816963227701927,2025-10-31 01:41:48.096871
2025-10-30 23:48:55,TRANS_89,4880328679556805,74.43,merchant_89,food,0,0,0.09005056921021846,2025-10-31 01:41:48.096871
2025-10-30 23:47:55,TRANS_90,4414167951000946,667.82,merchant_90,travel,0,0,0.10986878362584596,2025-10-31 01:41:48.096871
2025-10-30 23:46:55,TRANS_91,4284256305822097,55.21,merchant_91,travel,0,0,0.11603651177492964,2025-10-31 01:41:48.096871
2025-10-30 23:45:55,TRANS_92,4281895824553974,831.01,merchant_92,grocery,0,0,0.1161513128542426,2025-10-31 01:41:48.096871
2025-10-30 23:44:55,TRANS_93,4068060477571630,808.95,merchant_93,travel,0,0,0.12696707441162333,2025-10-31 01:41:48.096871
2025-10-30 23:43:55,TRANS_94,4868473460077699,902.82,merchant_94,shopping,0,0,0.0905120392965907,2025-10-31 01:41:48.096871
2025-10-30 23:42:55,TRANS_95,4003196509145758,50.14,merchant_95,food,0,0,0.13041398255327816,2025-10-31 01:41:48.096871
2025-10-30 23:41:55,TRANS_96,4077371465523865,332.06,merchant_96,food,0,0,0.1264787231239459,2025-10-31 01:41:48.096871
2025-10-30 23:40:55,TRANS_97,4058270604224719,537.74,merchant_97,grocery,0,0,0.12748227961580394,2025-10-31 01:41:48.096871
2025-10-30 23:39:55,TRANS_98,4502078821778245,364.79,merchant_98,grocery,0,0,0.10585978089829966,2025-10-31 01:41:48.096871
2025-10-30 23:38:55,TRANS_99,4900784769528952,978.21,merchant_99,entertainment,0,0,0.08925928928903269,2025-10-31 01:41:48.096871
2025-10-30 23:37:55,TRANS_100,4135753653528263,343.7,merchant_0,entertainment,0,0,0.12345314603747774,2025-10-31 01:41:48.096871
2025-10-30 23:36:55,TRANS_101,4576689263324801,915.06,merchant_1,entertainment,0,0,0.10255904822384071,2025-10-31 01:41:48.096871
2025-10-30 23:35:55,TRANS_102,4780651534620773,318.49,merchant_2,grocery,0,0,0.09399732443663783,2025-10-31 01:41:48.096871
2025-10-30 23:34:55,TRANS_103,4376755233192102,26.72,merchant_3,travel,0,0,0.11161493048030612,2025-10-31 01:41:48.096871
2025-10-30 23:33:55,TRANS_104,4557703500209782,890.37,merchant_4,travel,0,0,0.103390220010973,2025-10-31 01:41:48.096871
2025-10-30 23:32:55,TRANS_105,4298557594273556,974.21,merchant_5,food,0,0,0.11534308025650261,2025-10-31 01:41:48.096871
2025-10-30 23:31:55,TRANS_106,4697031013121985,610.47,merchant_6,entertainment,0,0,0.09742717207124076,2025-10-31 01:41:48.096871
2025-10-30 23:30:55,TRANS_107,4297043391513953,290.24,merchant_7,grocery,0,0,0.11541632900591461,2025-10-31 01:41:48.096871
2025-10-30 23:29:55,TRANS_108,4635256378962488,580.24,merchant_8,travel,0,0,0.10003224705218436,2025-10-31 01:41:48.096871
2025-10-30 23:28:55,TRANS_109,4564045379556270,129.76,merchant_9,food,0,0,0.10311192011774016,2025-10-31 01:41:48.096871
2025-10-30 23:27:55,TRANS_110,4523675576373527,911.7,merchant_10,food,0,0,0.1048948356834695,2025-10-31 01:41:48.096871
2025-10-30 23:26:55,TRANS_111,4030359548732124,315.77,merchant_11,entertainment,0,0,0.128960942771497,2025-10-31 01:41:48.096871
2025-10-30 23:25:55,TRANS_112,4411147914935063,591.69,merchant_12,food,0,0,0.11000884321799613,2025-10-31 01:41:48.096871
2025-10-30 23:24:55,TRANS_113,4488775283230053,812.29,merchant_13,shopping,0,0,0.10645807241010626,2025-10-31 01:41:48.096871
2025-10-30 23:23:55,TRANS_114,4763374009790136,174.61,merchant_14,entertainment,0,0,0.09469700562733177,2025-10-31 01:41:48.096871
2025-10-30 23:22:55,TRANS_115,4575323598771235,639.02,merchant_15,food,0,0,0.10261863714100901,2025-10-31 01:41:48.096871
2025-10-30 23:21:55,TRANS_116,4840286261648775,159.37,merchant_16,grocery,0,0,0.09161779936503477,2025-10-31 01:41:48.096871
2025-10-30 23:20:55,TRANS_117,4063119874363984,143.61,merchant_17,travel,0,0,0.12722685751585838,2025-10-31 01:41:48.096871
2025-10-30 23:19:55,TRANS_118,4261308749373066,382.82,merchant_18,grocery,0,0,0.11715674488663572,2025-10-31 01:41:48.096871
2025-10-30 23:18:55,TRANS_119,4155036985817161,131.19,merchant_19,shopping,0,0,0.12246756068403306,2025-10-31 01:41:48.096871
2025-10-30 23:17:55,TRANS_120,4214717045874912,707.75,merchant_20,travel,0,0,0.1194600881964752,2025-10-31 01:41:48.096871
2025-10-30 23:16:55,TRANS_121,4589380862521465,912.69,merchant_21,grocery,0,0,0.10200673204434577,2025-10-31 01:41:48.096871
2025-10-30 23:15:55,TRANS_122,4789115940308779,519.17,merchant_22,entertainment,0,0,0.09365623839258522,2025-10-31 01:41:48.096871
2025-10-30 23:14:55,TRANS_123,4478887138282859,945.97,merchant_23,food,0,0,0.1069046934210432,2025-10-31 01:41:48.096871
2025-10-30 23:13:55,TRANS_124,4007537877428518,661.18,merchant_24,shopping,0,0,0.13018081779009677,2025-10-31 01:41:48.096871
2025-10-30 23:12:55,TRANS_125,4515525314625017,465.95,merchant_25,travel,0,0,0.10525807461389372,2025-10-31 01:41:48.096871
2025-10-30 23:11:55,TRANS_126,4978837409794615,71.94,merchant_26,travel,1,0,0.08629740815460427,2025-10-31 01:41:48.096871
2025-10-30 23:10:55,TRANS_127,4569698517807496,495.08,merchant_27,grocery,0,0,0.10286440326639612,2025-10-31 01:41:48.096871
2025-10-30 23:09:55,TRANS_128,4198194351910225,423.02,merchant_28,food,0,0,0.12028627165549112,2025-10-31 01:41:48.096871
2025-10-30 23:08:55,TRANS_129,4323293353566110,987.89,merchant_29,entertainment,0,0,0.11415221523037662,2025-10-31 01:41:48.096871
2025-10-30 23:07:55,TRANS_130,4279435867307205,815.32,merchant_30,travel,0,0,0.11627105687245914,2025-10-31 01:41:48.096871
2025-10-30 23:06:55,TRANS_131,4611998221133267,160.26,merchant_31,food,0,0,0.10102899817916408,2025-10-31 01:41:48.096871
2025-10-30 23:05:55,TRANS_132,4893322863213700,663.91,merchant_32,grocery,0,0,0.08954720058376504,2025-10-31 01:41:48.096871
2025-10-30 23:04:55,TRANS_133,4281229474298559,916.15,merchant_33,entertainment,0,0,0.11618373838785151,2025-10-31 01:41:48.096871
2025-10-30 23:03:55,TRANS_134,4789159845032127,31.72,merchant_34,entertainment,0,0,0.09365447208186194,2025-10-31 01:41:48.096871
2025-10-30 23:02:55,TRANS_135,4183014369136436,894.52,merchant_35,travel,0,0,0.12104965865257039,2025-10-31 01:41:48.096871
2025-10-30 23:01:55,TRANS_136,4985707799517871,420.55,merchant_36,shopping,1,0,0.08604100177455919,2025-10-31 01:41:48.096871
2025-10-30 23:00:55,TRANS_137,4101709652327986,496.89,merchant_37,shopping,0,0,0.1252097948102775,2025-10-31 01:41:48.096871
2025-10-30 22:59:55,TRANS_138,4315397392268839,861.39,merchant_38,food,0,0,0.11453118570324555,2025-10-31 01:41:48.096871
2025-10-30 22:58:55,TRANS_139,4939646338273684,671.31,merchant_39,shopping,0,0,0.08777330899763552,2025-10-31 01:41:48.096871
2025-10-30 22:57:55,TRANS_140,4183097577664476,608.51,merchant_40,grocery,0,0,0.12104546281053578,2025-10-31 01:41:48.096871
2025-10-30 22:56:55,TRANS_141,4391486153048204,198.71,merchant_41,shopping,0,0,0.11092452299134391,2025-10-31 01:41:48.096871
2025-10-30 22:55:55,TRANS_142,4703848074501124,150.36,merchant_42,travel,0,0,0.09714342947488863,2025-10-31 01:41:48.096871
2025-10-30 22:54:55,TRANS_143,4893008804266783,413.42,merchant_43,shopping,0,0,0.0895593366244718,2025-10-31 01:41:48.096871
2025-10-30 22:53:55,TRANS_144,4340176381455746,848.37,merchant_44,travel,0,0,0.11334557001555003,2025-10-31 01:41:48.096871
2025-10-30 22:52:55,TRANS_145,4626691608314220,399.7,merchant_45,shopping,0,0,0.10039827788104043,2025-10-31 01:41:48.096871
2025-10-30 22:51:55,TRANS_146,4429631048504920,210.21,merchant_46,shopping,0,0,0.10915410164129512,2025-10-31 01:41:48.096871
2025-10-30 22:50:55,TRANS_147,4410497753338226,456.22,merchant_47,travel,0,0,0.11003901609100461,2025-10-31 01:41:48.096871
2025-10-30 22:49:55,TRANS_148,4681964791773497,141.39,merchant_48,grocery,0,0,0.09805688838027796,2025-10-31 01:41:48.096871
2025-10-30 22:48:55,TRANS_149,4763432140332837,861.02,merchant_49,entertainment,0,0,0.0946946437376791,2025-10-31 01:41:48.096871
2025-10-30 22:47:55,TRANS_150,4952323339617495,632.78,merchant_50,travel,0,0,0.08729342524991657,2025-10-31 01:41:48.096871
2025-10-30 22:46:55,TRANS_151,4653351502306411,799.31,merchant_51,entertainment,0,0,0.09926281799582393,2025-10-31 01:41:48.096871
2025-10-30 22:45:55,TRANS_152,4282992435517263,822.94,merchant_52,shopping,0,0,0.11609796734603828,2025-10-31 01:41:48.096871
2025-10-30 22:44:55,TRANS_153,4389005063814476,684.24,merchant_53,entertainment,0,0,0.11104054413698511,2025-10-31 01:41:48.096871
2025-10-30 22:43:55,TRANS_154,4707466272841663,123.01,merchant_54,entertainment,0,0,0.09699313105696383,2025-10-31 01:41:48.096871
2025-10-30 22:42:55,TRANS_155,4514101142533650,353.07,merchant_55,shopping,0,0,0.10532166057885961,2025-10-31 01:41:48.096871
2025-10-30 22:41:55,TRANS_156,4736521326953575,664.89,merchant_56,entertainment,0,0,0.09579370561053913,2025-10-31 01:41:48.096871
2025-10-30 22:40:55,TRANS_157,4251264450336461,193.5,merchant_57,entertainment,0,0,0.11765002296287375,2025-10-31 01:41:48.096871
2025-10-30 22:39:55,TRANS_158,4108831707576652,93.74,merchant_58,food,0,0,0.12484053849022932,2025-10-31 01:41:48.096871
2025-10-30 22:38:55,TRANS_159,4481308408434246,91.29,merchant_59,travel,1,0,0.10679517888013136,2025-10-31 01:41:48.096871
2025-10-30 22:37:55,TRANS_160,4954143904326255,329.94,merchant_60,grocery,0,0,0.08722470352493927,2025-10-31 01:41:48.096871
2025-10-30 22:36:55,TRANS_161,4439127920773663,464.59,merchant_61,entertainment,1,0,0.10871719460352874,2025-10-31 01:41:48.096871
2025-10-30 22:35:55,TRANS_162,4015391966666892,916.94,merchant_62,grocery,0,0,0.12975989374980873,2025-10-31 01:41:48.096871
2025-10-30 22:34:55,TRANS_163,4720462498290052,729.07,merchant_63,food,0,0,0.09645498390585601,2025-10-31 01:41:48.096871
2025-10-30 22:33:55,TRANS_164,4522797286753354,311.71,merchant_64,grocery,0,0,0.10493392582285904,2025-10-31 01:41:48.096871
2025-10-30 22:32:55,TRANS_165,4272265465194713,359.88,merchant_65,travel,1,0,0.11662070433439053,2025-10-31 01:41:48.096871
2025-10-30 22:31:55,TRANS_166,4331822924965458,59.77,merchant_66,travel,0,0,0.11374406218005194,2025-10-31 01:41:48.096871
2025-10-30 22:30:55,TRANS_167,4501159740472642,730.79,merchant_67,grocery,0,0,0.10590101865076437,2025-10-31 01:41:48.096871
2025-10-30 22:29:55,TRANS_168,4574245413114592,922.77,merchant_68,travel,0,0,0.10266570396558736,2025-10-31 01:41:48.096871
2025-10-30 22:28:55,TRANS_169,4528645814192617,231.66,merchant_69,shopping,0,0,0.10467386686593029,2025-10-31 01:41:48.096871
2025-10-30 22:27:55,TRANS_170,4478787305809902,675.65,merchant_70,food,0,0,0.10690921098550592,2025-10-31 01:41:48.096871
2025-10-30 22:26:55,TRANS_171,4157269095739806,350.18,merchant_71,travel,0,0,0.12235391413884296,2025-10-31 01:41:48.096871
2025-10-30 22:25:55,TRANS_172,4617308228614759,329.36,merchant_72,food,1,0,0.10080065888206223,2025-10-31 01:41:48.096871
2025-10-30 22:24:55,TRANS_173,4205780621160552,420.73,merchant_73,grocery,0,0,0.11990632504765592,2025-10-31 01:41:48.096871
2025-10-30 22:23:55,TRANS_174,4316456146135170,296.73,merchant_74,food,0,0,0.1144803067809339,2025-10-31 01:41:48.096871
2025-10-30 22:22:55,TRANS_175,4659772684322650,222.54,merchant_75,shopping,0,0,0.09899104901740359,2025-10-31 01:41:48.096871
2025-10-30 22:21:55,TRANS_176,4029540082739154,721.21,merchant_76,shopping,0,0,0.1290045761879744,2025-10-31 01:41:48.096871
2025-10-30 22:20:55,TRANS_177,4603383258020281,905.56,merchant_77,entertainment,0,0,0.1014004328740254,2025-10-31 01:41:48.096871
2025-10-30 22:19:55,TRANS_178,4635377740950112,521.59,merchant_78,food,0,0,0.1000270689629029,2025-10-31 01:41:48.096871
2025-10-30 22:18:55,TRANS_179,4338697164143081,292.5,merchant_79,travel,0,0,0.11341604557234239,2025-10-31 01:41:48.096871
2025-10-30 22:17:55,TRANS_180,4984812542751013,612.76,merchant_80,grocery,0,0,0.08607437405906135,2025-10-31 01:41:48.096871
2025-10-30 22:16:55,TRANS_181,4263434004601166,234.1,merchant_81,food,0,0,0.1170526032526856,2025-10-31 01:41:48.096871
2025-10-30 22:15:55,TRANS_182,4540446612170067,982.48,merchant_82,shopping,0,0,0.10415086834041586,2025-10-31 01:41:48.096871
2025-10-30 22:14:55,TRANS_183,4844646214797545,634.95,merchant_83,shopping,0,0,0.09144597146760691,2025-10-31 01:41:48.096871
2025-10-30 22:13:55,TRANS_184,4257372284662529,948.48,merchant_84,grocery,0,0,0.11734985157636967,2025-10-31 01:41:48.096871
2025-10-30 22:12:55,TRANS_185,4683474174816036,308.49,merchant_85,grocery,0,0,0.09799363820751009,2025-10-31 01:41:48.096871
2025-10-30 22:11:55,TRANS_186,4126884768265392,584.45,merchant_86,entertainment,0,0,0.12390872482907572,2025-10-31 01:41:48.096871
2025-10-30 22:10:55,TRANS_187,4647185559302205,679.2,merchant_87,travel,0,0,0.0995244089090663,2025-10-31 01:41:48.096871
2025-10-30 22:09:55,TRANS_188,4321702161441923,386.21,merchant_88,travel,0,0,0.11422849727239374,2025-10-31 01:41:48.096871
2025-10-30 22:08:55,TRANS_189,4922390575969839,879.71,merchant_89,food,0,0,0.08843035149321679,2025-10-31 01:41:48.096871
2025-10-30 22:07:55,TRANS_190,4450554665398870,680.57,merchant_90,grocery,0,0,0.10819353897303362,2025-10-31 01:41:48.096871
2025-10-30 22:06:55,TRANS_191,4111693650089580,672.56,merchant_91,entertainment,0,0,0.12469241886856847,2025-10-31 01:41:48.096871
2025-10-30 22:05:55,TRANS_192,4520569543344314,266.98,merchant_92,food,0,0,0.10503313394037528,2025-10-31 01:41:48.096871
2025-10-30 22:04:55,TRANS_193,4279902105937730,95.98,merchant_93,entertainment,0,0,0.11624835341500005,2025-10-31 01:41:48.096871
2025-10-30 22:03:55,TRANS_194,4176570272823784,639.87,merchant_94,food,0,0,0.12137498736764617,2025-10-31 01:41:48.096871
2025-10-30 22:02:55,TRANS_195,4723328618194794,636.51,merchant_95,food,0,0,0.09633666323435719,2025-10-31 01:41:48.096871
2025-10-30 22:01:55,TRANS_196,4643599642537538,18.64,merchant_96,shopping,1,0,0.0996768237352703,2025-10-31 01:41:48.096871
2025-10-30 22:00:55,TRANS_197,4377121622767658,444.07,merchant_97,food,0,0,0.11159771309356364,2025-10-31 01:41:48.096871
2025-10-30 21:59:55,TRANS_198,4928442391082205,374.51,merchant_98,grocery,0,0,0.0881994142058536,2025-10-31 01:41:48.096871
