trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2025-10-31 01:03:55,4201611426528001,merchant_14,travel,198.34,first_14,last_14,M,street_14,city_14,state_14,71150,34.544550573414206,-71.24850391056515,774772,job_14,1989-06-18,TRANS_14,1761852835,37.362999417963145,-77.02073580415649,0
2025-10-31 01:02:55,4959240005154930,merchant_15,entertainment,809.53,first_15,last_15,F,street_15,city_15,state_15,54403,40.92189227090462,-73.63177555435034,502362,job_15,1969-11-09,TRANS_15,1761852775,38.05723004856807,-115.2991861074743,0
2025-10-31 01:01:55,4468196078706929,merchant_16,grocery,838.57,first_16,last_16,M,street_16,city_16,state_16,64894,33.71225854676872,-112.69598362564997,511952,job_16,1971-11-29,TRANS_16,1761852715,33.73279544080661,-102.25555372180027,0
2025-10-31 01:00:55,4543672126955027,merchant_17,shopping,391.89,first_17,last_17,M,street_17,city_17,state_17,38998,39.02473176502381,-111.61553628755567,490410,job_17,1975-08-13,TRANS_17,1761852655,28.664366988703012,-94.2076807331829,0
2025-10-31 00:59:55,4862746365053114,merchant_18,travel,749.11,first_18,last_18,M,street_18,city_18,state_18,38914,44.851266513454604,-85.28274650896209,227150,job_18,1955-11-10,TRANS_18,1761852595,48.74083289687563,-81.36879122446103,0
2025-10-31 00:58:55,4750923264934551,merchant_19,travel,82.66,first_19,last_19,M,street_19,city_19,state_19,97335,43.01748692143157,-71.81575903360113,491915,job_19,1986-01-11,TRANS_19,1761852535,40.52254607815955,-94.59185705262786,0
2025-10-31 00:57:55,4071734014437994,merchant_20,shopping,496.01,first_20,last_20,M,street_20,city_0,state_20,33816,49.74366172147356,-95.39863089994691,377268,job_20,1999-02-17,TRANS_20,1761852475,27.785463460466396,-89.57950257261527,1
2025-10-31 00:56:55,4776975817720063,merchant_21,shopping,459.95,first_21,last_21,F,street_21,city_1,state_21,87948,35.69158687878741,-80.55587904307791,412855,job_21,1983-06-11,TRANS_21,1761852415,33.50987340138413,-94.25361321101103,0
2025-10-31 00:55:55,4419306856869476,merchant_22,travel,12.25,first_22,last_22,M,street_22,city_2,state_22,77808,38.973644544636066,-89.02351626549489,855705,job_22,1955-01-23,TRANS_22,1761852355,39.18609708606366,-82.79443153541695,0
2025-10-31 00:54:55,4381487668098606,merchant_23,food,797.04,first_23,last_23,F,street_23,city_3,state_23,75083,39.06962213919991,-80.48140306597105,515764,job_23,1952-07-15,TRANS_23,1761852295,26.62215424431532,-81.95236044172717,0
2025-10-31 00:53:55,4489719928876749,merchant_24,shopping,628.24,first_24,last_24,F,street_24,city_4,state_24,25584,30.88594060400419,-85.15155054723132,166309,job_24,2003-06-15,TRANS_24,1761852235,41.77754700618516,-73.33968498530214,0
2025-10-31 00:52:55,4836833683152404,merchant_25,entertainment,66.65,first_25,last_25,F,street_25,city_5,state_25,35919,28.03728299263879,-75.6541785037274,416918,job_25,1993-01-18,TRANS_25,1761852175,43.7313887071783,-105.78873046935252,0
2025-10-31 00:51:55,4964946803345673,merchant_26,food,144.82,first_26,last_26,M,street_26,city_6,state_26,48755,29.34686918156882,-102.24328407820732,562030,job_26,1965-11-30,TRANS_26,1761852115,34.82950119026763,-70.44822341885126,0
2025-10-31 00:50:55,4897598387982086,merchant_27,entertainment,857.54,first_27,last_27,F,street_27,city_7,state_27,50537,37.796213375429545,-103.92865873427874,689122,job_27,1997-01-20,TRANS_27,1761852055,44.726588422743745,-82.59553190503107,0
2025-10-31 00:49:55,4092029283126841,merchant_28,entertainment,151.69,first_28,last_28,M,street_28,city_8,state_28,33499,33.40544773820508,-97.77685191053652,709495,job_28,1957-11-18,TRANS_28,1761851995,45.61423656988607,-114.31082753248829,0
2025-10-31 00:48:55,4697847954412997,merchant_29,entertainment,880.07,first_29,last_29,F,street_29,city_9,state_29,92152,47.78334267263598,-108.33084381310341,842951,job_29,1973-02-26,TRANS_29,1761851935,25.483661209806368,-87.89064908926298,0
2025-10-31 00:47:55,4794217879867513,merchant_30,grocery,616.14,first_30,last_30,F,street_30,city_10,state_30,43666,39.28232570766491,-80.66946472282739,504323,job_0,1983-02-26,TRANS_30,1761851875,46.543298983694164,-70.96099444617215,0
2025-10-31 00:46:55,4504769985958311,merchant_31,grocery,780.02,first_31,last_31,F,street_31,city_11,state_31,50962,27.77157120111762,-71.79242588562698,456442,job_1,1985-07-31,TRANS_31,1761851815,47.09050072572364,-74.16787381558406,0
2025-10-31 00:45:55,4513127740945294,merchant_32,grocery,900.41,first_32,last_32,M,street_32,city_12,state_32,27799,42.763886049997744,-102.04009079731087,119976,job_2,1990-11-04,TRANS_32,1761851755,37.962231414423286,-75.69021002477052,0
2025-10-31 00:44:55,4931116668843871,merchant_33,travel,16.16,first_33,last_33,F,street_33,city_13,state_33,99649,39.44639498498691,-110.1357121779841,304677,job_3,1999-01-18,TRANS_33,1761851695,40.21546359470847,-89.80402885391624,0
2025-10-31 00:43:55,4372854532235773,merchant_34,travel,262.26,first_34,last_34,M,street_34,city_14,state_34,96717,48.088840818650084,-103.95618409219438,900356,job_4,1998-01-29,TRANS_34,1761851635,31.11262520473219,-110.54953249189285,0
2025-10-31 00:42:55,4156145745386857,merchant_35,travel,38.26,first_35,last_35,M,street_35,city_15,state_35,35422,26.453190052882018,-87.18113851342717,606788,job_5,1954-07-28,TRANS_35,1761851575,46.102030771305664,-103.32799553958934,0
2025-10-31 00:41:55,4226651724517926,merchant_36,shopping,566.77,first_36,last_36,M,street_36,city_16,state_36,23319,29.85380629162493,-96.79939320881289,785995,job_6,1987-04-11,TRANS_36,1761851515,40.38606392955334,-79.73212423357768,0
2025-10-31 00:40:55,4300525844392999,merchant_37,entertainment,543.55,first_37,last_37,F,street_37,city_17,state_37,24208,37.10008738861879,-108.46351815117129,479574,job_7,1958-04-12,TRANS_37,1761851455,33.84731366967254,-88.33473356601719,0
2025-10-31 00:39:55,4733227064322440,merchant_38,shopping,465.84,first_38,last_38,M,street_38,city_18,state_38,93628,33.70468084819023,-98.94278419546083,318534,job_8,1972-04-21,TRANS_38,1761851395,26.261355333100045,-107.45092390313988,0
2025-10-31 00:38:55,4116684729262496,merchant_39,food,599.02,first_39,last_39,M,street_39,city_19,state_39,25578,26.753593584207806,-101.94044285420804,67158,job_9,1986-12-14,TRANS_39,1761851335,33.46086341032127,-100.10140532516874,0
2025-10-31 00:37:55,4190180417262134,merchant_40,travel,854.18,first_40,last_40,F,street_40,city_0,state_40,46164,49.119497072644066,-118.83888102577271,425317,job_10,1977-03-10,TRANS_40,1761851275,44.65423038146126,-78.13193152195032,0
2025-10-31 00:36:55,4084853742961481,merchant_41,grocery,593.18,first_41,last_41,F,street_41,city_1,state_41,31754,33.80032200057982,-74.8429272128892,789150,job_11,2000-01-30,TRANS_41,1761851215,41.96786977104805,-100.16458185985047,0
2025-10-31 00:35:55,4838582617518685,merchant_42,shopping,686.48,first_42,last_42,F,street_42,city_2,state_42,15047,48.50203741530011,-112.76093289459826,715463,job_12,1951-04-24,TRANS_42,1761851155,39.17629405975861,-112.29705617622301,0
2025-10-31 00:34:55,4723319456138597,merchant_43,food,89.22,first_43,last_43,M,street_43,city_3,state_43,92692,29.780973301557374,-119.05808133901238,978472,job_13,1972-05-15,TRANS_43,1761851095,44.84041382669995,-88.2293927811798,0
2025-10-31 00:33:55,4555569007002592,merchant_44,shopping,319.48,first_44,last_44,F,street_44,city_4,state_44,50076,44.826137243328134,-113.09841507667592,799522,job_14,1968-12-26,TRANS_44,1761851035,38.9715887894935,-84.57511263251824,0
2025-10-31 00:32:55,4992358573214696,merchant_45,shopping,414.65,first_45,last_45,F,street_45,city_5,state_45,50824,48.892545971967486,-79.96383722905276,489085,job_15,2007-03-10,TRANS_45,1761850975,36.52184255781943,-116.62147032473827,0
2025-10-31 00:31:55,4465338447785036,merchant_46,travel,315.92,first_46,last_46,M,street_46,city_6,state_46,40022,28.880500205641336,-95.03527885623569,367475,job_16,1958-11-03,TRANS_46,1761850915,44.73673150165792,-73.98157545700917,0
2025-10-31 00:30:55,4978045037187842,merchant_47,travel,192.3,first_47,last_47,F,street_47,city_7,state_47,70044,49.22277462609931,-100.4982629243384,720507,job_17,1951-11-30,TRANS_47,1761850855,47.25485972591693,-106.65926392638602,0
2025-10-31 00:29:55,4991022712095155,merchant_48,shopping,812.36,first_48,last_48,F,street_48,city_8,state_48,87876,33.40284066703641,-89.05782977097557,241079,job_18,1972-03-26,TRANS_48,1761850795,28.728621179509194,-108.43426579136177,0
2025-10-31 00:28:55,4745154582900419,merchant_49,shopping,928.9,first_49,last_49,M,street_49,city_9,state_49,19256,29.81159063925794,-71.61821228505565,111690,job_19,1963-04-27,TRANS_49,1761850735,41.48350370648707,-100.00765797356787,0
2025-10-31 00:27:55,4141498604179725,merchant_50,travel,166.82,first_0,last_0,M,street_50,city_10,state_0,46528,29.761892946638,-119.79156689243281,447997,job_20,2003-06-17,TRANS_50,1761850675,33.85548754349644,-80.6347604473423,0
2025-10-31 00:26:55,4574627271095111,merchant_51,travel,109.96,first_1,last_1,F,street_51,city_11,state_1,73924,40.98039506468093,-81.55263874351927,206044,job_21,1958-10-03,TRANS_51,1761850615,49.9623439739232,-78.16362263009472,0
2025-10-31 00:25:55,4170452541246775,merchant_52,shopping,351.87,first_2,last_2,M,street_52,city_12,state_2,34885,47.10778401531542,-94.42874583349565,35691,job_22,2003-03-26,TRANS_52,1761850555,32.176325966426134,-104.43244259211113,0
2025-10-31 00:24:55,4304315002435381,merchant_53,travel,668.26,first_3,last_3,F,street_53,city_13,state_3,40124,26.6524430575631,-94.5216519021004,420780,job_23,2004-07-25,TRANS_53,1761850495,49.09055202979813,-79.87888857651353,0
2025-10-31 00:23:55,4667215686182349,merchant_54,shopping,305.36,first_4,last_4,F,street_54,city_14,state_4,39110,28.762801584159448,-88.39695022931431,971920,job_24,1965-07-22,TRANS_54,1761850435,49.869119339616056,-102.72409891983315,0
2025-10-31 00:22:55,4659085322081693,merchant_55,grocery,527.65,first_5,last_5,F,street_55,city_15,state_5,79533,32.71687655010793,-93.37964808334627,789477,job_25,1951-07-19,TRANS_55,1761850375,28.31656345846496,-77.22941079565237,0
2025-10-31 00:21:55,4448537533433466,merchant_56,shopping,390.24,first_6,last_6,M,street_56,city_16,state_6,16488,38.862086111561126,-102.04638383090837,876726,job_26,1976-12-19,TRANS_56,1761850315,26.880204963499978,-95.86821801266353,0
2025-10-31 00:20:55,4684436423862751,merchant_57,travel,684.96,first_7,last_7,F,street_57,city_17,state_7,49728,30.20428677306613,-97.27824376325039,481973,job_27,1951-02-02,TRANS_57,1761850255,44.621167073303525,-76.09432824846235,0
2025-10-31 00:19:55,4664981194823035,merchant_58,shopping,903.6,first_8,last_8,F,street_58,city_18,state_8,15638,25.471736386211813,-105.36571398485341,639599,job_28,1964-09-27,TRANS_58,1761850195,25.754737143417614,-93.70581981763044,0
2025-10-31 00:18:55,4330926103445575,merchant_59,shopping,947.79,first_9,last_9,F,street_59,city_19,state_9,29105,38.47622678450732,-81.3174692171069,796478,job_29,2004-03-14,TRANS_59,1761850135,29.194819845663865,-88.32594624188526,0
2025-10-31 00:17:55,4179856047702737,merchant_60,food,274.44,first_10,last_10,F,street_60,city_0,state_10,19602,38.748371740023906,-98.54218544326145,167925,job_0,1991-04-28,TRANS_60,1761850075,30.57511775404406,-114.03718488309387,0
2025-10-31 00:16:55,4004923993323302,merchant_61,food,632.61,first_11,last_11,M,street_61,city_1,state_11,55895,28.165623096847657,-78.48980304954867,212908,job_1,1979-12-08,TRANS_61,1761850015,45.856717148487405,-112.09227540833948,0
2025-10-31 00:15:55,4368587094196871,merchant_62,grocery,361.03,first_12,last_12,F,street_62,city_2,state_12,63967,48.637313241247895,-87.26647999033759,17106,job_2,1945-12-21,TRANS_62,1761849955,30.875587061668135,-117.73639776089227,0
2025-10-31 00:14:55,4773761654258200,merchant_63,shopping,956.94,first_13,last_13,M,street_63,city_3,state_13,50981,25.833496140175328,-114.85598668175876,392147,job_3,1949-12-18,TRANS_63,1761849895,34.11435318264553,-108.62784709328015,0
2025-10-31 00:13:55,4443510162053677,merchant_64,entertainment,562.77,first_14,last_14,M,street_64,city_4,state_14,39042,46.141711155180026,-84.6705807162077,564847,job_4,1984-03-21,TRANS_64,1761849835,37.55871198649639,-75.10374425468405,0
2025-10-31 00:12:55,4246164915596078,merchant_65,grocery,942.91,first_15,last_15,M,street_65,city_5,state_15,62450,49.386257796235085,-82.25028544286951,816567,job_5,1947-12-12,TRANS_65,1761849775,44.50819344686364,-82.47840384168526,0
2025-10-31 00:11:55,4015369576199660,merchant_66,grocery,223.91,first_16,last_16,F,street_66,city_6,state_16,39376,42.82902404896083,-72.40635470757445,561344,job_6,2006-04-11,TRANS_66,1761849715,27.666435610852176,-70.7897844252774,0
2025-10-31 00:10:55,4664467321060272,merchant_67,shopping,481.73,first_17,last_17,F,street_67,city_7,state_17,61160,30.257119714600513,-92.61048934335683,179707,job_7,1951-04-01,TRANS_67,1761849655,28.13572929071245,-96.44940333806187,0
2025-10-31 00:09:55,4348539836312954,merchant_68,grocery,864.03,first_18,last_18,F,street_68,city_8,state_18,38911,35.34275068794822,-107.10687751994453,70392,job_8,1952-05-16,TRANS_68,1761849595,49.94099622434972,-100.50297804550408,0
2025-10-31 00:08:55,4276275037032428,merchant_69,grocery,47.9,first_19,last_19,F,street_69,city_9,state_19,30688,30.010615135198798,-108.59479785410535,699942,job_9,1953-10-01,TRANS_69,1761849535,28.310320290631847,-79.34526180656559,0
2025-10-31 00:07:55,4326434918765675,merchant_70,entertainment,312.17,first_20,last_20,F,street_70,city_10,state_20,62588,38.12760899379068,-88.30232959699757,108229,job_10,1969-10-30,TRANS_70,1761849475,32.553934479945255,-73.11165448773866,0
2025-10-31 00:06:55,4351883219432137,merchant_71,travel,657.37,first_21,last_21,F,street_71,city_11,state_21,54692,45.83714902650419,-95.19228825730127,950119,job_11,2000-09-26,TRANS_71,1761849415,25.220301372505745,-85.79363328786239,0
2025-10-31 00:05:55,4341307582929848,merchant_72,food,942.74,first_22,last_22,F,street_72,city_12,state_22,58191,32.220754772556354,-107.79131101493478,361082,job_12,1998-06-22,TRANS_72,1761849355,36.96068160524038,-77.61024008523128,0
2025-10-31 00:04:55,4732758665755098,merchant_73,entertainment,771.48,first_23,last_23,F,street_73,city_13,state_23,53544,48.75480871464408,-84.29725566167606,164309,job_13,1949-08-29,TRANS_73,1761849295,44.242067016028585,-79.04032605691967,0
2025-10-31 00:03:55,4712715915764557,merchant_74,shopping,714.08,first_24,last_24,F,street_74,city_14,state_24,31392,28.57077023091147,-88.24109931537438,861002,job_14,1993-11-13,TRANS_74,1761849235,37.05476381116938,-84.43774114117124,0
2025-10-31 00:02:55,4911397951823740,merchant_75,travel,251.4,first_25,last_25,M,street_75,city_15,state_25,24590,40.397589635210416,-105.27748151126374,649479,job_15,1988-08-02,TRANS_75,1761849175,43.21375581203661,-119.81103762053762,0
2025-10-31 00:01:55,4075027312203543,merchant_76,travel,751.87,first_26,last_26,F,street_76,city_16,state_26,71658,28.27853530211153,-71.3841522210414,421650,job_16,1948-07-30,TRANS_76,1761849115,36.621426300682145,-103.12215966667377,0
2025-10-31 00:00:55,4075710189619962,merchant_77,shopping,319.55,first_27,last_27,F,street_77,city_17,state_27,17241,35.091319369834984,-73.27049055181512,839968,job_17,1954-09-23,TRANS_77,1761849055,39.23394472785389,-75.35958465634941,0
2025-10-30 23:59:55,4752304926355983,merchant_78,grocery,987.58,first_28,last_28,M,street_78,city_18,state_28,49277,47.81020668753441,-81.11677347853912,202504,job_18,1993-10-18,TRANS_78,1761848995,41.972784517758186,-119.10477228216668,0
2025-10-30 23:58:55,4546147132269663,merchant_79,entertainment,422.71,first_29,last_29,F,street_79,city_19,state_29,94374,26.670525821447992,-87.64068622481315,515048,job_19,1979-08-01,TRANS_79,1761848935,43.64912805470317,-76.50260378501275,0
2025-10-30 23:57:55,4977762982616583,merchant_80,food,774.14,first_30,last_30,F,street_80,city_0,state_30,38451,29.588260586451344,-105.1294889339111,954208,job_20,1952-09-23,TRANS_80,1761848875,40.61058871996519,-102.12334110041301,0
2025-10-30 23:56:55,4354153523755441,merchant_81,travel,659.1,first_31,last_31,F,street_81,city_1,state_31,11108,25.006773332579513,-112.821061831072,821727,job_21,1978-02-12,TRANS_81,1761848815,36.523077583622154,-92.38300117086325,0
2025-10-30 23:55:55,4696123847167870,merchant_82,entertainment,508.47,first_32,last_32,M,street_82,city_2,state_32,98991,36.98585354197479,-72.18019397786115,609147,job_22,1966-10-28,TRANS_82,1761848755,25.86618412820842,-119.59996007599716,0
2025-10-30 23:54:55,4399088009291785,merchant_83,entertainment,600.36,first_33,last_33,M,street_83,city_3,state_33,50059,49.90728344744023,-102.4981510023713,294906,job_23,1978-09-15,TRANS_83,1761848695,25.043851393309215,-82.29457075409401,0
2025-10-30 23:53:55,4198041941806360,merchant_84,shopping,265.49,first_34,last_34,M,street_84,city_4,state_34,50751,44.2589086637563,-84.29569555530125,534350,job_24,1993-05-05,TRANS_84,1761848635,40.94568262430535,-75.07707919791254,0
2025-10-30 23:52:55,4892720217790376,merchant_85,travel,128.38,first_35,last_35,M,street_85,city_5,state_35,60979,31.569517973323094,-100.46545811763325,272582,job_25,1962-01-04,TRANS_85,1761848575,30.094526419922904,-87.3236090121044,0
2025-10-30 23:51:55,4328131112900287,merchant_86,entertainment,457.82,first_36,last_36,M,street_86,city_6,state_36,72532,48.38318637294455,-72.8581517208615,620268,job_26,1961-08-24,TRANS_86,1761848515,25.94621615687748,-95.60157939059049,0
2025-10-30 23:50:55,4916181949942453,merchant_87,travel,659.82,first_37,last_37,M,street_87,city_7,state_37,63546,48.66408051324598,-113.29548728591263,888536,job_27,1969-06-06,TRANS_87,1761848455,38.82462978179073,-112.19606313570995,0
2025-10-30 23:49:55,4912461521066852,merchant_88,entertainment,251.04,first_38,last_38,F,street_88,city_8,state_38,48728,34.05616456962663,-110.34506628759743,538872,job_28,1947-04-10,TRANS_88,1761848395,25.53156903738713,-98.52361142011102,0
2025-10-30 23:48:55,4919154423300975,merchant_89,entertainment,577.96,first_39,last_39,M,street_89,city_9,state_39,71627,34.17747214174099,-72.98849777637757,125651,job_29,1995-02-05,TRANS_89,1761848335,25.747474634152084,-81.79634278928106,0
2025-10-30 23:47:55,4070120099607441,merchant_90,travel,708.6,first_40,last_40,F,street_90,city_10,state_40,70154,45.79285216922457,-103.75497866156257,392171,job_0,2000-12-26,TRANS_90,1761848275,48.04646007766529,-114.66304142743239,0
2025-10-30 23:46:55,4950711380167274,merchant_91,grocery,470.56,first_41,last_41,F,street_91,city_11,state_41,50933,38.23775341088219,-119.5220485775605,185001,job_1,1957-02-03,TRANS_91,1761848215,28.11621282119392,-92.83896085731703,0
2025-10-30 23:45:55,4418432414484199,merchant_92,entertainment,355.31,first_42,last_42,F,street_92,city_12,state_42,33301,34.010791005335236,-111.7036466945952,916129,job_2,1959-02-24,TRANS_92,1761848155,47.40881038283662,-76.59905145451532,0
2025-10-30 23:44:55,4897780101520798,merchant_93,travel,364.94,first_43,last_43,F,street_93,city_13,state_43,37661,43.35922749437408,-75.49886996059954,723295,job_3,1949-09-16,TRANS_93,1761848095,26.964005056689047,-72.15868553030188,0
2025-10-30 23:43:55,4025318326595128,merchant_94,food,941.79,first_44,last_44,F,street_94,city_14,state_44,60615,29.031289322879523,-86.23459655140437,128096,job_4,1994-05-16,TRANS_94,1761848035,38.28839693342901,-88.46734565477742,0
2025-10-30 23:42:55,4706572870893543,merchant_95,food,575.86,first_45,last_45,M,street_95,city_15,state_45,89002,45.801589523331145,-77.60565111894752,176426,job_5,2006-01-09,TRANS_95,1761847975,39.892070678261106,-74.31751651320619,0
2025-10-30 23:41:55,4587515075990782,merchant_96,travel,54.15,first_46,last_46,M,street_96,city_16,state_46,50492,48.39553300916944,-72.72038373893375,469990,job_6,2006-09-05,TRANS_96,1761847915,32.15576767788902,-113.72338325263405,0
2025-10-30 23:40:55,4306027561866972,merchant_97,shopping,408.13,first_47,last_47,M,street_97,city_17,state_47,36186,43.3383523548339,-109.57998110749787,808808,job_7,1999-11-01,TRANS_97,1761847855,35.847978633699455,-99.3109893675998,0
2025-10-30 23:39:55,4249496357081243,merchant_98,entertainment,420.0,first_48,last_48,M,street_98,city_18,state_48,81300,35.2431497219586,-102.15136820439467,674072,job_8,1975-03-01,TRANS_98,1761847795,35.57068172594893,-108.64676857850161,0
2025-10-30 23:38:55,4034687355291052,merchant_99,food,274.92,first_49,last_49,M,street_99,city_19,state_49,48375,40.228552924118034,-70.86049583192849,832826,job_9,1993-03-01,TRANS_99,1761847735,29.497472429159096,-103.01672042544097,0
2025-10-30 23:37:55,4049177518104398,merchant_0,grocery,403.57,first_0,last_0,M,street_0,city_0,state_0,40770,41.643365710657505,-101.14115998299835,396747,job_10,2000-11-03,TRANS_100,1761847675,30.61522725126447,-95.67745593923995,1
2025-10-30 23:36:55,4635538654131912,merchant_1,food,332.52,first_1,last_1,M,street_1,city_1,state_1,52941,39.230091350216604,-102.35686288104482,249451,job_11,1989-12-24,TRANS_101,1761847615,35.19054199876172,-88.44111820118053,0
2025-10-30 23:35:55,4835480243638710,merchant_2,travel,858.79,first_2,last_2,M,street_2,city_2,state_2,42248,42.545136708987684,-79.11477265173502,937863,job_12,1967-03-15,TRANS_102,1761847555,30.483643118639517,-80.9442951045138,0
2025-10-30 23:34:55,4917244523682598,merchant_3,shopping,483.66,first_3,last_3,F,street_3,city_3,state_3,31130,38.66003216094668,-113.83244498400113,873808,job_13,1993-12-04,TRANS_103,1761847495,27.864253389890266,-99.67032445565546,1
2025-10-30 23:33:55,4625436588558934,merchant_4,entertainment,609.51,first_4,last_4,M,street_4,city_4,state_4,60165,27.22070021074563,-95.87584568848885,296857,job_14,1986-06-27,TRANS_104,1761847435,37.066442709105935,-116.42262357111915,0
2025-10-30 23:32:55,4845662736749617,merchant_5,entertainment,549.5,first_5,last_5,M,street_5,city_5,state_5,58002,34.07199775969352,-80.74866276974788,771299,job_15,2000-07-28,TRANS_105,1761847375,43.246810958119106,-119.88477566507387,0
2025-10-30 23:31:55,4864978503566147,merchant_6,travel,373.02,first_6,last_6,M,street_6,city_6,state_6,73631,40.86871544759564,-110.85982980811977,91971,job_16,1988-05-01,TRANS_106,1761847315,37.232101726647386,-77.99130768153617,0
2025-10-30 23:30:55,4681089132010534,merchant_7,grocery,30.29,first_7,last_7,F,street_7,city_7,state_7,26271,34.31908718432838,-113.42559808277119,870516,job_17,1978-10-22,TRANS_107,1761847255,37.01828736763072,-79.16439592507962,1
2025-10-30 23:29:55,4298031370368992,merchant_8,food,484.26,first_8,last_8,F,street_8,city_8,state_8,46700,39.971537264462214,-109.41935027602993,177469,job_18,1954-11-18,TRANS_108,1761847195,34.012227385286174,-116.41413553208395,0
2025-10-30 23:28:55,4009559093088827,merchant_9,entertainment,25.52,first_9,last_9,F,street_9,city_9,state_9,48621,30.33443766326283,-84.8552701438513,878965,job_19,1949-11-25,TRANS_109,1761847135,32.41737813269675,-95.57389042236798,0
2025-10-30 23:27:55,4438517685221384,merchant_10,grocery,401.78,first_10,last_10,F,street_10,city_10,state_10,61846,30.35397423028522,-100.69812019264377,784500,job_20,1946-09-01,TRANS_110,1761847075,42.00035984783844,-90.05583788342184,0
2025-10-30 23:26:55,4903147069998346,merchant_11,shopping,944.41,first_11,last_11,M,street_11,city_11,state_11,40974,36.8079855797506,-82.62176341609633,316906,job_21,1958-12-25,TRANS_111,1761847015,43.36107245059511,-109.92830053473887,0
2025-10-30 23:25:55,4073094619020076,merchant_12,food,408.12,first_12,last_12,F,street_12,city_12,state_12,77889,39.44349135786977,-76.19508512551927,366850,job_22,2004-09-20,TRANS_112,1761846955,39.198243930380976,-118.49604959446869,0
2025-10-30 23:24:55,4518091327173636,merchant_13,food,694.27,first_13,last_13,M,street_13,city_13,state_13,48675,40.06910544142238,-101.04461918467709,728548,job_23,1956-01-16,TRANS_113,1761846895,43.88694772793501,-85.64515894473904,0
